text_id,word_position,FFD,TRT,word,word_clean,zipf_freq,log_unigram_freq,word_length,log_FFD,log_TRT,corpus,primary_RT,log_primary_RT,row_uid,surprisal,hidden_row_idx,token_ids_str,n_tokens,start_token_idx,end_token_idx,hidden_token_idx
1,27,214.725,296.3809523809524,microphone,microphone,3.72,-5.27983242439698,10,5.369358139652288,5.691645628134805,provo,214.725,5.369358139652288,provo:1:27,11.4409818649292,25,[21822],1,30,30,30
1,28,213.875,65.38095238095238,or,or,6.54,-2.4596705126934353,2,5.365391732212357,4.180230968044548,provo,213.875,5.365391732212357,provo:1:28,3.372757911682129,26,[393],1,31,31,31
1,29,216.97260273972603,253.1190476190476,"speaker,",speaker,4.49,-4.5100401150936795,7,5.379771090914029,5.533859922005237,provo,216.97260273972603,5.379771090914029,provo:1:29,4.979387283325195,27,"[10834, 11]",2,32,33,33
1,30,202.0,83.52380952380952,but,but,6.63,-2.369572114804145,3,5.308267697401205,4.425131735208705,provo,202.0,5.308267697401205,provo:1:30,1.687007188796997,28,[475],1,34,34,34
1,31,201.17777777777775,118.60714285714286,you,you,6.98,-2.0199966238686677,3,5.304188983705121,4.775816711201543,provo,201.17777777777775,5.304188983705121,provo:1:31,6.07626485824585,29,[345],1,35,35,35
1,32,190.28571428571428,151.4404761904762,can,can,6.46,-2.5406074971611,3,5.248526702045021,5.020192651312898,provo,190.28571428571428,5.248526702045021,provo:1:32,0.4079093933105469,30,[460],1,36,36,36
1,33,184.26666666666668,111.54761904761904,use,use,5.81,-3.1897674147766732,3,5.2163839837853505,4.714451576389155,provo,184.26666666666668,5.2163839837853505,provo:1:33,3.9748916625976562,31,[779],1,37,37,37
1,34,208.3703703703704,100.11904761904762,it,it,6.95,-2.0501222910888885,2,5.339317123045473,4.60635995412368,provo,208.3703703703704,5.339317123045473,provo:1:34,2.203803062438965,32,[340],1,38,38,38
1,35,187.7450980392157,126.67857142857144,to,to,7.43,-1.5702477183831145,2,5.235085181324521,4.841652944598418,provo,187.7450980392157,5.235085181324521,provo:1:35,0.6706260442733765,33,[284],1,39,39,39
1,36,180.93150684931507,211.1547619047619,control,control,5.4,-3.6003261054933065,7,5.198118544451573,5.352591333362272,provo,180.93150684931507,5.198118544451573,provo:1:36,6.55855131149292,34,[1630],1,40,40,40
1,37,159.2,66.48809523809524,the,the,7.73,-1.2700257134917023,3,5.0701612734102826,4.197022912659987,provo,159.2,5.0701612734102826,provo:1:37,1.6115421056747437,35,[262],1,41,41,41
1,38,214.4857142857143,209.57142857142856,music,music,5.52,-3.480171875017509,5,5.3682431360835885,5.345064629087669,provo,214.4857142857143,5.3682431360835885,provo:1:38,5.822147846221924,36,[2647],1,42,42,42
1,39,218.20689655172413,82.97619047619048,on,on,6.91,-2.089909449064056,2,5.385443679461016,4.418553704911256,provo,218.20689655172413,5.385443679461016,provo:1:39,4.693742275238037,37,[319],1,43,43,43
1,40,207.23076923076923,159.41666666666666,your,your,6.53,-2.4698002889858715,4,5.333832999508773,5.071521319652253,provo,207.23076923076923,5.333832999508773,provo:1:40,0.9076159000396729,38,[534],1,44,44,44
1,41,194.5,122.51190476190476,phone.,phone,5.3,-3.698969787188832,5,5.270432163058501,4.808208206992778,provo,194.5,5.270432163058501,provo:1:41,4.905994415283203,39,"[3072, 13]",2,45,46,46
1,42,206.28125,103.45238095238096,You,you,6.98,-2.0199966238686677,3,5.329240528889044,4.639111419416124,provo,206.28125,5.329240528889044,provo:1:42,4.896570205688477,40,[921],1,47,47,47
1,43,226.47272727272727,194.1309523809524,can,can,6.46,-2.5406074971611,3,5.422624528281363,5.268532943617964,provo,226.47272727272727,5.422624528281363,provo:1:43,0.3772149980068207,41,[460],1,48,48,48
1,44,205.0,207.3809523809524,glance,glance,3.91,-5.0899041125632385,6,5.3230099791384085,5.33455745156318,provo,205.0,5.3230099791384085,provo:1:44,12.521197319030762,42,[16086],1,49,49,49
1,45,170.6086956521739,54.94047619047619,at,at,6.7,-2.300162265464202,2,5.139372604756104,4.006250348093639,provo,170.6086956521739,5.139372604756104,provo:1:45,1.3736519813537598,43,[379],1,50,50,50
1,46,207.74468085106383,126.77380952380952,the,the,7.73,-1.2700257134917023,3,5.336309829802792,4.84240447117207,provo,207.74468085106383,5.336309829802792,provo:1:46,1.9047114849090576,44,[262],1,51,51,51
1,47,219.83928571428572,192.6904761904762,watch,watch,5.34,-3.659555686851944,5,5.392896759912466,5.261085151212334,provo,219.83928571428572,5.392896759912466,provo:1:47,4.138535976409912,45,[2342],1,52,52,52
1,48,211.734375,214.1071428571429,face,face,5.45,-3.549750737675531,4,5.355332540963042,5.36647655728641,provo,211.734375,5.355332540963042,provo:1:48,3.40095853805542,46,[1986],1,53,53,53
